3000|2000
keen5_outer_space1|0|0|3000|2000|keen5_outer_space1.png|False|-2
keen5_fuel_exhaust_flame1|130|1610|160|160|keen5_fuel_exhaust_flame1.png|True|-1|[keen5_fuel_exhaust_flame1.png,keen5_fuel_exhaust_flame2.png,keen5_fuel_exhaust_flame3.png]|50
keen5_scattered_L_background_plain|200|550|2600|1000|keen5_scattered_L_background_plain.png|False|-1
keen5_moon|146|78|32|32|keen5_moon.png|True|0
keen5_lone_star_blue_small|815|94|32|32|keen5_lone_star_blue_small.png|True|0
keen5_lone_star_blue_small|600|202|32|32|keen5_lone_star_blue_small.png|True|0
keen5_lone_star_blue|444|105|32|32|keen5_lone_star_blue.png|True|0
keen5_outer_space2|959|224|64|64|keen5_outer_space2.png|True|0
keen5_fuel_exhaust_flame1|2700|1610|160|160|keen5_fuel_exhaust_flame1.png|True|0|[keen5_fuel_exhaust_flame1.png,keen5_fuel_exhaust_flame2.png,keen5_fuel_exhaust_flame3.png]|50
keen5_bright_star|1709|1748|26|26|keen5_bright_star.png|True|0
keen5_blue_star_cluster|925|1724|32|32|keen5_blue_star_cluster.png|True|0
keen5_bright_star|925|1756|26|26|keen5_bright_star.png|True|0
keen5_bright_star|312|353|26|26|keen5_bright_star.png|True|0
keen5_distant_galaxy|26|674|64|32|keen5_distant_galaxy.png|True|0
keen5_distant_galaxy|315|1831|64|32|keen5_distant_galaxy.png|True|0
keen5_cyan_gray_background|1114|1613|256|256|keen5_cyan_gray_background.png|False|0
keen5_cyan_gray_background_vent|1176|1611|64|64|keen5_cyan_gray_background_vent.png|True|0
keen5_elevator_rail_corner_top_left|486|1141|26|26|keen5_elevator_rail_corner_top_left.png|True|0
keen5_elevator_rail_corner_bottom_left|486|1423|26|26|keen5_elevator_rail_corner_bottom_left.png|True|0
keen5_elevator_rail_corner_bottom_right|2411|1422|26|26|keen5_elevator_rail_corner_bottom_right.png|True|0
keen5_elevator_rail_corner_top_right|2411|1141|26|26|keen5_elevator_rail_corner_top_right.png|True|0
keen5_elevator_rail_horizontal|512|1141|1900|24|keen5_elevator_rail_horizontal.png|False|0
keen5_elevator_rail_horizontal|512|1425|1900|24|keen5_elevator_rail_horizontal.png|False|0
keen5_scattered_L_background_contraption1|544|752|256|128|keen5_scattered_L_background_contraption1.png|True|0
keen5_scattered_L_background_contraption2|2169|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|2041|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1785|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1913|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1529|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1657|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1273|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1401|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1145|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|1017|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|889|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|761|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|633|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption2|505|1208|128|128|keen5_scattered_L_background_contraption2.png|True|0
keen5_scattered_L_background_contraption3|2569|1254|128|128|keen5_scattered_L_background_contraption3.png|True|0
keen5_scattered_L_background_pipes_vertical|1288|630|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1288|758|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1288|886|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1008|630|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1008|758|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_scattered_L_background_pipes_vertical|1008|886|64|128|keen5_scattered_L_background_pipes_vertical.png|True|0
keen5_cyan_gray_background_control_panel1|1180|1678|64|64|keen5_cyan_gray_background_control_panel1.png|True|0
keen5_elevator_rail_vertical|486|1167|24|256|keen5_elevator_rail_vertical.png|False|1
keen5_elevator_rail_vertical|2413|1167|24|256|keen5_elevator_rail_vertical.png|False|1
keen5_floor_green_edge_left|130|487|72|64|10
keen5_wall_green_edge_left|130|550|70|1000|10
keen5_wall_green_edge_left|130|1550|2664|64|10
keen5_wall_green_middle|2794|550|64|1064|10
keen5_wall_green_edge_left|130|550|1000|64|10
keen5_floor_green_middle|202|487|928|64|10
keen5_floor_green_middle|1226|487|1576|64|10
keen5_wall_green_edge_left|2795|488|64|64|10
keen5_floor_green_edge_left|1098|1859|72|64|10
keen5_floor_green_middle|1170|1859|214|64|10
keen5_pipe_platform|2443|829|346|80|10
keen5_wall_green_edge_left|1226|550|1600|64|10
keen5_pipe_platform|2443|909|346|80|10
keen5_pipe_platform|2443|989|346|80|10
keen5_wall_green_middle|1063|444|64|64|10
keen5_wall_green_middle|1234|444|64|64|10
flipping_platform_still|221|809|64|26|12
keen5_green_pole_manhole|1130|487|96|76|15|keen5_green_pole_manhole|MANHOLE|KEEN5_GREEN
keen5_green_pole_middle|685|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|685|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|685|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|685|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|785|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|785|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|785|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|885|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|885|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|885|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|985|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|985|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|985|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1370|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1370|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1370|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1470|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1470|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1470|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1570|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1570|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1570|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1670|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1670|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1670|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1770|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1770|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1770|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1870|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1870|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1870|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|1970|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|447|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|415|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|383|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|351|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|319|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|287|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|255|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_middle|1970|223|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
keen5_green_pole_top|1970|101|12|32|15|keen5_green_pole_top|TOP|KEEN5_GREEN
keen5_green_pole_middle|2070|479|12|32|15|keen5_green_pole_middle|MIDDLE|KEEN5_GREEN
